food_code,food_name,SUMBER,AIR (g),energy_kcal_100g,protein_g_100g,fat_g_100g,carb_g_100g,SERAT (g),ABU (g),calcium_mg_100g,FOSFOR (mg),BESI (mg),sodium_mg_100g,potassium_mg_100g,TEMBAGA (mg),SENG (mg),RETINOL (mcg),B-KAR (mcg),KAR-TOTAL (mcg),THIAMIN (mg),RIBOFLAVIN (mg),NIASIN (mg),VIT C (mg),bdd_percent,category,is_olahan_code,food_name_normalized_tkpi,urt_match_normalized,match_score,best_candidate,match_status,urt_food_name,urt_gram,urt,food_name_normalized_urt,urt_gram_numeric,gram_per_portion,URT,match_type,is_usable_for_recommendation
GR061,"Ikan sunu, segar",KZGMI-2001,"75,5",111,,,,,"1,1",86.0,174,"1,2",91.0,197.0,0,"0,6",309,,,"1,03","0,1","0,2",,70.0,LH,False,ikan sunu,,70.0,ikan lemuru,low_score,,,,,,,,unmatched,False
GR062,"Ikan tahuman, segar",KZGMI-2001,"77,4",88,,,,0,"1,8",221.0,223,0,24.0,364.0,"0,4","0,7",,,,"0,2","0,25","1,6",,,LH,False,ikan tahuman,,66.66666666666667,kembang tahu,low_score,,,,,,,,unmatched,False
GR063,"Ikan tarmon, segar",KZGMI-2001,"76,7",96,,,2.0,0,"0,8",9.0,129,"0,3",43.0,154.0,"0,1","0,5",,,,"0,15","0,02","1,7",,,LH,False,ikan tarmon,,70.0,ikan teri,low_score,,,,,,,,unmatched,False
GR064,"Ikan telan, segar",KZGMI-2001,"75,3",95,,,,0,"1,7",503.0,354,"0,2",58.0,294.0,"1,6","1,2",,,,"0,18","0,02","1,9",,,LH,False,ikan telan,,73.6842105263158,ikan teri,low_score,,,,,,,,unmatched,False
GR065,"Ikan tembang, segar",DABM- 1964,65,204,16.0,15.0,0.0,0,4,20.0,200,2,341.0,291.0,"0,4","2,6",30,0,,"0,05",0,"5,6",0,80.0,LH,False,ikan tembang,,83.33333333333334,ikan kembung,low_score,,,,,,,,unmatched,False
GR066,"Ikan tempahas, segar",KZGMI-2001,"78,9",101,,,1.0,0,"0,9",32.0,163,0,50.0,320.0,"0,7","0,6",,,,"0,02","0,05","1,5",,,LH,False,ikan tempahas,,63.63636363636363,ikan teri,low_score,,,,,,,,unmatched,False
GR067,"Ikan terbang, segar",KZGMI-2001,"76,1",98,,,1.0,0,"1,6",90.0,190,"0,6",90.0,320.0,"0,1","0,5",39,0,,0,"0,1","0,1",,,LH,False,ikan terbang,,76.19047619047619,ikan teri,low_score,,,,,,,,unmatched,False
GR068,"Ikan teri, segar",KZGPI- 1990,80,74,,,,0,"4,2",972.0,253,"3,9",554.0,,"305,2","0,2",13,0,28,"0,24","0,1","1,9",0,100.0,LH,False,ikan teri,ikan teri,100.0,ikan teri,accepted_fuzzy,Ikan Teri Kering,20,1 sendok makan,ikan teri,20.0,20.0,1 sendok makan,normalized_urt,True
GR068,"Ikan teri, segar",KZGPI- 1990,80,74,,,,0,"4,2",972.0,253,"3,9",554.0,,"305,2","0,2",13,0,28,"0,24","0,1","1,9",0,100.0,LH,False,ikan teri,ikan teri,100.0,ikan teri,accepted_fuzzy,Ikan teri kering,20,1 sendok makan,ikan teri,20.0,20.0,1 sendok makan,normalized_urt,True
GR069,"Ikan titang, segar",KZGMI-2001,"78,8",82,,,,0,"1,1",145.0,130,"1,8",110.0,275.0,"0,1","0,8",581,,,"0,64","0,03","1,5",,,LH,False,ikan titang,,78.26086956521739,ikan pindang,low_score,,,,,,,,unmatched,False
GR070,"Ikan tongkol, segar",KZGMI-2001,"74,7",100,,,8.0,0,"2,1",92.0,606,"1,7",202.0,227.0,"0,2","1,6",181,0,,"0,35","0,03","6,6",,100.0,LH,False,ikan tongkol,,60.86956521739131,kacang toto,low_score,,,,,,,,unmatched,False
GR071,"Ikan turi, segar",KZGMI-2001,"76,9",96,,2.0,,,"2,1",340.0,340,"0,8",370.0,300.0,"0,1",2,26,,,,,,,,LH,False,ikan turi,,88.88888888888889,ikan teri,low_score,,,,,,,,unmatched,False
GR072,"Keong, segar",DABM- 1964,81,64,12.0,1.0,2.0,0,4,217.0,78,"1,7",231.0,,"0,37","0,1",0,244,,,,,,46.0,LH,False,keong,,72.72727272727273,kerang,low_score,,,,,,,,unmatched,False
GR073,"Kepiting, segar",DABM- 1964,"68,1",151,,,,0,"0,2",210.0,250,"1,1",,,,,61,,,"0,05",,,0,45.0,LH,False,kepiting,,66.66666666666667,kentang,low_score,,,,,,,,unmatched,False
GR074,"Kerang, segar",KZGPI- 1990,"78,2",101,,,,0,"0,9",321.0,270,"15,6",,,,,0,,0,"0,01",,,0,100.0,LH,False,kerang,kerang,100.0,kerang,accepted_fuzzy,Kerang,90,1/2 gelas,kerang,90.0,90.0,1/2 gelas,normalized_urt,True
GR075,"Kodok, segar",DABM- 1964,"81,9",73,,,0.0,0,"1,4",18.0,147,"1,1",,,,,0,,,"0,14",,,0,65.0,LH,False,kodok,,57.14285714285714,kedondong,low_score,,,,,,,,unmatched,False
GR076,"Kura-kura, segar",DABM- 1964,80,83,,,0.0,0,"0,7",27.0,87,"0,7",,,,,0,,,"0,2",,,0,70.0,LH,False,kura kura,,57.14285714285714,kurma,low_score,,,,,,,,unmatched,False
GR077,"Kuro, segar",KZGPI- 1990,"79,9",87,16.0,,1.0,0,"0,9",75.0,136,1,,,,,6,,0,"0,04",,,0,52.0,LH,False,kuro,,66.66666666666667,kurma,low_score,,,,,,,,unmatched,False
GR078,"Lokan, segar",KZGMI-2001,"80,9",217,11.0,,,,"1,3",20.0,390,"10,9",3.0,7.0,"0,2","2,7",,,,"0,45","0,07",,,,LH,False,lokan,,66.66666666666667,ikan,low_score,,,,,,,,unmatched,False
GR079,"Rajungan, segar",KZGMI-2001,"80,2",76,,2.0,,0,"2,7",721.0,214,"2,2",69.0,192.0,"1,7","2,9",599,40,,"0,2","0,25","0,2",,,LH,False,rajungan,,62.5,rambutan,low_score,,,,,,,,unmatched,False
GR080,"Rebon, udang kecil, segar",DABM- 1964,79,81,,,,0,"2,9",757.0,292,"2,2",169.0,,"0,7","1,2",18,0,,"0,04","0,1","2,4",0,100.0,LH,False,rebon udang kecil,,53.84615384615385,kedondong,low_score,,,,,,,,unmatched,False
GR081,Rusip,KZGPI- 1990,"58,5",110,,2.0,,0,"16,3",479.0,348,"7,1",,,,,0,,0,"0,04",,,0,100.0,LH,False,rusip,,60.0,sirup,low_score,,,,,,,,unmatched,False
GR082,"Udang galah, segar",KZGMI-2001,79,81,,,3.0,0,"1,2",87.0,167,"0,7",95.0,132.0,"0,7","1,2",,3,,"0,24","0,03","2,9",,68.0,LH,False,udang galah,,81.81818181818181,udang basah,low_score,,,,,,,,unmatched,False
GR083,"Udang, besar, segar",KZGMI-2001,"85,5",56,,,,0,"1,3",30.0,20,"0,3",190.0,210.0,"0,4","0,8",,0,,"0,14",0,"0,1",,68.0,LH,False,udang besar,,81.81818181818181,udang basah,low_score,,,,,,,,unmatched,False
GR084,"Udang, segar",DABM- 1964,75,91,21.0,,,0,"3,7",136.0,170,8,178.0,,"0,3","1,3",18,4,,"0,01","0,4","3,7",0,68.0,LH,False,udang,udang,100.0,udang,accepted_fuzzy,Udang segar,35,5 ekor sedang,udang,35.0,35.0,5 ekor sedang,normalized_urt,True
HR001,"Telur ayam kampung, segar",KZGMI-2001,"73,1",174,,14.0,,0,"0,9",68.0,268,"4,9",190.0,141.0,"0,6","1,5",203,23,125,"0,78","0,62","0,2",,87.0,LH,False,telur ayam kampung,,85.71428571428572,kuning telur ayam,low_score,,,,,,,,unmatched,False
HR002,"Telur ayam ras, segar",KZGPI-1990,"74,3",154,,,,0,"0,8",86.0,258,3,142.0,,"0,16",1,61,22,104,"0,12","0,38","0,2",0,89.0,LH,False,telur ayam ras,,83.33333333333334,telur ayam,low_score,,,,,,,,unmatched,False
HR003,"Telur ayam ras, bagian kuning, segar",DABM-1964,"49,4",355,,,,0,"1,7",147.0,586,"7,2",111.0,,"0,2","2,5",606,63,,"0,27","0,51","0,2",0,100.0,LH,False,telur ayam ras bagian kuning,,75.55555555555556,kuning telur ayam,low_score,,,,,,,,unmatched,False
HR004,"Telur ayam ras, bagian putih, segar",DABM-1964,"87,8",50,,0.0,,0,"0,6",6.0,17,"0,2",164.0,,"0,03","0,4",0,0,,0,"0,26","0,4",0,100.0,LH,False,telur ayam ras bagian putih,,74.4186046511628,putih telur ayam,low_score,,,,,,,,unmatched,False
HR005,"Telur bebek alabio, segar",KZGMI-2001,70,187,,,3.0,0,1,60.0,268,6,115.0,80.0,"0,6","1,7",180,437,,"1,55","0,37","0,1",,90.0,LH,False,telur bebek alabio,,82.35294117647058,telur bebek asin,low_score,,,,,,,,unmatched,False
HR006,"Telur bebek, bagian kuning, segar",DABM-1964,47,386,17.0,35.0,,0,"0,2",150.0,400,7,106.0,,"0,09","2,5",870,747,,"0,6","0,68","1,4",0,100.0,LH,False,telur bebek bagian kuning,,73.17073170731707,telur bebek asin,low_score,,,,,,,,unmatched,False
HR007,"Telur bebek, bagian putih, segar",DABM-1964,88,54,11.0,0.0,,0,"0,2",21.0,20,"0,1",184.0,,"0,13","0,1",0,0,,"0,01","0,02","0,1",0,100.0,LH,False,telur bebek bagian putih,,75.0,telur bebek asin,low_score,,,,,,,,unmatched,False
HR008,"Telur bebek tambak, segar",KZGMI-2001,"67,7",187,,,,0,"1,1",64.0,295,"5,4",209.0,146.0,"0,4","1,8",378,471,375,"1,62","0,03","0,1",,90.0,LH,False,telur bebek tambak,,75.86206896551724,telur bebek,low_score,,,,,,,,unmatched,False
HR009,"Telur burung maleo, segar",KZGMI-2001,36,436,,,,,"0,8",154.0,120,"4,3",77.0,333.0,"0,4","2,9",3987,,,,1,"0,2",,,LH,False,telur burung maleo,,55.172413793103445,telur puyuh,low_score,,,,,,,,unmatched,False
HR010,"Telur penyu, segar",KZGMI-2001,"77,4",136,,,,0,"1,2",66.0,282,"3,4",478.0,115.0,"0,5","1,4",82,17,,"0,21","0,02",0,0,90.0,LH,False,telur penyu,,81.81818181818181,telur puyuh,low_score,,,,,,,,unmatched,False
HR011,"Telur burung puyuh, segar",FCTEA-1972,"79,8",116,,7.0,,0,"0,9",65.0,191,"3,5",111.0,11.0,"0,05","1,2",95,80,,"0,13","0,65","0,1",0,100.0,LH,False,telur burung puyuh,,75.86206896551724,telur puyuh,low_score,,,,,,,,unmatched,False
JR001,"Kepala susu - krim, segar",DABM-1964,"72,5",204,,20.0,4.0,0,"0,9",97.0,77,"0,1",,,,,252,191,,"0,03","0,2","0,1",1,100.0,SS,False,kepala susu krim,,59.25925925925925,susu kerbau,low_score,,,,,,,,unmatched,False
JR002,Susu ibu - ASI,FCTEA-1972,"88,1",62,,,7.0,0,"0,2",34.0,20,"0,2",15.0,41.0,"0,01","0,4",,7,,"0,01","0,03","0,2",,100.0,SS,False,susu ibu asi,,66.66666666666667,susu sapi,low_score,,,,,,,,unmatched,False
JR003,"Susu kambing, segar",DABM-1964,"85,9",64,,,,0,"0,9",98.0,78,"2,7",35.0,160.0,"0,33","0,1",38,0,,"0,06","0,45","0,3",1,100.0,SS,False,susu kambing,susu kambing,100.0,susu kambing,accepted_fuzzy,Susu kambing,185,3/4 gelas,susu kambing,185.0,185.0,3/4 gelas,normalized_urt,True
JR004,"Susu kerbau, segar",DABM-1964,"73,8",160,,12.0,,,"0,8",216.0,101,"0,2",82.0,,,"0,3",24,,,"0,04","0,07",,1,100.0,SS,False,susu kerbau,susu kerbau,100.0,susu kerbau,accepted_fuzzy,Susu kerbau,100,1/2 gelas,susu kerbau,100.0,100.0,1/2 gelas,normalized_urt,True
JR005,"Susu kuda, segar",FCTEA-1972,91,40,2.0,,,0,"0,4",,,,,,0,0,,1,,0,"0,2","0,2",,100.0,SS,False,susu kuda,,70.0,susu kerbau,low_score,,,,,,,,unmatched,False
JR006,"Susu sapi, segar",DABM-1964,"88,3",61,,,,0,"0,7",143.0,60,"1,7",36.0,149.0,"0,02","0,3",39,12,,"0,03","0,18","0,2",1,100.0,SS,False,susu sapi,susu sapi,100.0,susu sapi,accepted_fuzzy,Susu sapi,200,1 gelas,susu sapi,200.0,200.0,1 gelas,normalized_urt,True
KR001,"Kelapa setengah tua, daging, segar",DABM-1964,70,180,4.0,15.0,10.0,"2,4",1,8.0,55,"1,3",4.0,,"0,29","2,9",,0,10,"0,05","0,01","0,11",4,53.0,UNCLASSIFIED,False,kelapa setengah tua daging,,56.41025641025641,daging kerbau,low_score,,,,,,,,unmatched,False
KR002,"Kelapa tua, daging, segar",DABM-1964,"46,9",359,,,14.0,"4,7",1,21.0,98,2,3.0,,"0,44","1,1",0,0,,"0,1",0,0,2,53.0,UNCLASSIFIED,False,kelapa tua daging,,73.33333333333334,daging kerbau,low_score,,,,,,,,unmatched,False
KR003,Lemak babi  (lard),DABM-1964,0,902,0.0,100.0,0.0,0,0,0.0,0,0,0.0,0.0,9,"0,1",0,0,,0,0,0,0,100.0,M,False,lemak babi lard,,53.84615384615385,daging babi,low_score,,,,,,,,unmatched,False
KR004,Lemak babi (bacon),DABM-1964,20,626,,65.0,,0,"4,8",13.0,108,"0,8",0.0,0.0,0,"0,9",0,0,,"0,38",0,0,0,100.0,M,False,lemak babi bacon,,51.85185185185186,ikan lemuru,low_score,,,,,,,,unmatched,False
KR005,Lemak ikan,KZGMI-2001,"43,3",372,12.0,,,0,"0,3",20.0,230,"32,7",60.0,52.0,"0,4","1,1",,,,"0,49","0,13",,,100.0,M,False,lemak ikan,,76.19047619047619,ikan lemuru,low_score,,,,,,,,unmatched,False
KR006,Lemak kerbau (lemak sapi),DABM-1964,5,818,,90.0,0.0,0,"3,5",0.0,0,0,29.0,,0,0,0,283,,0,0,"0,7",0,100.0,M,False,lemak kerbau lemak sapi,,51.42857142857142,sari kedelai,low_score,,,,,,,,unmatched,False
KR007,"Minyak hiu, hati",DABM-1964,0,902,0.0,100.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,21212,0,,0,0,0,0,100.0,M,False,minyak hiu hati,,50.0,hati sapi,low_score,,,,,,,,unmatched,False
KR008,Minyak ikan,DABM-1964,0,902,0.0,100.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,24242,0,,0,0,0,0,100.0,M,False,minyak ikan,,69.56521739130434,ikan pindang,low_score,,,,,,,,unmatched,False
KR009,Minyak kacang tanah,DABM-1964,0,902,0.0,100.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,,0,0,0,0,100.0,M,False,minyak kacang tanah,,77.77777777777779,keju kacang tanah,low_score,,,,,,,,unmatched,False
KR010,Minyak kedelai,FCTEA-1972,"0,1",883,0.0,,0.0,0,0,0.0,0,0,0.0,,0,0,0,0,,0,0,0,0,100.0,M,False,minyak kedelai,,69.23076923076923,sari kedelai,low_score,,,,,,,,unmatched,False
KR011,Minyak kelapa,DABM-1964,0,870,1.0,98.0,0.0,0,1,0.0,0,0,0.0,0.0,0,0,0,0,,0,0,0,0,100.0,M,False,minyak kelapa,,52.63157894736843,pepaya,low_score,,,,,,,,unmatched,False
KR012,Minyak kelapa sawit,DABM-1964,0,884,0.0,100.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,,18181,,0,0,0,0,100.0,M,False,minyak kelapa sawit,,58.06451612903225,sari kedelai,low_score,,,,,,,,unmatched,False
KR013,Minyak wijen,FCTEA-1972,"0,1",881,,,0.0,0,0,10.0,5,"0,1",2.0,20.0,0,0,0,0,,"0,01","0,07","0,1",0,100.0,M,False,minyak wijen,,52.63157894736843,maizena,low_score,,,,,,,,unmatched,False
KR014,Minyak zaitun,DABM- 1964,0,884,0.0,100.0,0.0,0,0,14.0,0,"1,2",7.0,0.0,0,0,,0,,0,0,5,,100.0,M,False,minyak zaitun,,50.0,tepung singkong,low_score,,,,,,,,unmatched,False
NR001,"Asam arang coklat, segar",KZGPI- 1990,"66,1",130,,,,"1,5","1,4",79.0,113,"4,3",13.0,,,,,745,0,"0,01","0,2",0,0,,UNCLASSIFIED,False,asam arang coklat,,52.94117647058824,ayam dengan kulit,low_score,,,,,,,,unmatched,False
NR002,"Asam arang merah, segar",KZGPI- 1990,"75,9",99,,,,"2,8","1,4",69.0,300,"4,6",2.0,96.0,,"0,1",,529,0,"0,01","0,4","1,6",0,,UNCLASSIFIED,False,asam arang merah,,71.42857142857143,kacang merah,low_score,,,,,,,,unmatched,False
NR003,"Asan kandis, kering",KZGPI- 1990,"32,2",261,,,,5,2,192.0,657,"4,4",26.0,341.0,"0,4","0,3",,0,0,0,0,"0,4",0,100.0,UNCLASSIFIED,False,asan kandis,,70.0,ikan asin,low_score,,,,,,,,unmatched,False
NR004,"Asam kandis, segar",KZGPI- 1990,"81,5",75,,,,"3,4","1,1",63.0,139,"2,5",93.0,,"0,1","0,1",,41,0,"0,01",0,"0,1",0,,UNCLASSIFIED,False,asam kandis,,60.0,ikan asin,low_score,,,,,,,,unmatched,False
NR005,"Asam masak pohon, segar",DABM-1964,"31,4",267,,,,"1,2","2,7",74.0,113,"0,6",9.0,,"0,09","0,1",,9,30,"0,34","0,04","0,7",2,48.0,UNCLASSIFIED,False,asam pohon,,57.14285714285714,rebon basah,low_score,,,,,,,,unmatched,False
NR006,"Asam payak, segar",KZGPI- 1990,"65,1",135,,,,10,"1,6",60.0,39,"5,7",0.0,,,,,,0,0,,,0,,UNCLASSIFIED,False,asam payak,,53.333333333333336,salak,low_score,,,,,,,,unmatched,False
NR007,"Bawang merah, segar",DABM-1964,88,46,,,,"1,7",1,36.0,40,"0,8",7.0,,"0,06","0,2",,2,,"0,03","0,04","0,2",2,90.0,UNCLASSIFIED,False,bawang merah,,83.33333333333334,kacang merah,low_score,,,,,,,,unmatched,False
NR008,"Bawang putih, segar",DABM-1964,71,112,,,,"0,6","1,8",42.0,134,1,46.0,,"0,09","0,4",,0,,"0,22","0,07","0,3",15,88.0,UNCLASSIFIED,False,bawang putih,,64.28571428571428,nasi beras putih,low_score,,,,,,,,unmatched,False
NR009,"Boros kunci, segar",DABM-1964,90,40,1.0,,,1,1,50.0,50,2,33.0,480.0,"0,02","0,3",,0,5000,"0,08","0,68","1,7",50,80.0,UNCLASSIFIED,False,boros kunci,,55.55555555555556,biskuit,low_score,,,,,,,,unmatched,False
NR010,"Boros laja (lengkuas), segar",DABM-1964,93,26,1.0,,,"1,1",1,50.0,50,2,24.0,,"0,07","0,3",,5,5000,"0,08","0,06","0,3",50,80.0,UNCLASSIFIED,False,boros laja lengkuas,,51.42857142857142,nasi beras merah,low_score,,,,,,,,unmatched,False
NR011,"Cabai gembor merah, segar",KZGPI- 1990,"90,8",38,,,,"1,6","0,6",49.0,41,"1,1",7.0,,"0,12","0,2",,5897,3240,"0,21","0,12",0,16,89.0,UNCLASSIFIED,False,cabai gembor merah,,60.0,kacang merah,low_score,,,,,,,,unmatched,False
NR012,"Cabai hijau, segar",DABM-1964,"93,4",26,,,,"2,6","0,4",14.0,23,"0,4",7.0,151.0,"0,08","0,2",,44,260,"0,05","0,06","0,4",84,82.0,UNCLASSIFIED,False,cabai hijau,,60.0,jambu air,low_score,,,,,,,,unmatched,False
NR013,"Cabai merah, kering",DABM-1964,10,367,,,,"26,9","6,1",160.0,370,"2,3",25.0,,"1,2","1,8",,10955,576,"0,4","1,36","4,4",50,85.0,UNCLASSIFIED,False,cabai merah,,69.56521739130434,kacang merah,low_score,,,,,,,,unmatched,False
NR014,"Cabai merah, segar",DABM-1964,"90,9",36,1.0,,,"1,4","0,5",29.0,24,"0,5",23.0,,"0,12","0,2",,5833,470,"0,05","0,09",3,18,85.0,UNCLASSIFIED,False,cabai merah,,69.56521739130434,kacang merah,low_score,,,,,,,,unmatched,False
NR015,"Cabai rawit, segar",DABM-1964,"71,2",120,,,,"15,2","1,8",45.0,85,"2,5",34.0,,"0,29","0,6",,1694,11050,"0,24","0,09","1,7",70,85.0,UNCLASSIFIED,False,cabai rawit,,54.54545454545454,daging babi,low_score,,,,,,,,unmatched,False
NR016,"Cengkeh, kering",DABM-1964,"23,3",330,,,,10,"5,2",740.0,100,"4,9",282.0,961.0,"0,3",0,,265,,200,0,0,,100.0,UNCLASSIFIED,False,cengkeh,,53.333333333333336,semangka,low_score,,,,,,,,unmatched,False
NR017,"Daun salam, bubuk",FCTEA-1972,"13,1",301,,,49.0,"9,4","12,8",86.0,250,"44,1",180.0,619.0,"1,31","0,7",0,5400,,"0,1","0,32",5,0,100.0,UNCLASSIFIED,False,daun salam bubuk,,46.15384615384615,ikan kakap,low_score,,,,,,,,unmatched,False
NR018,"Jahe, segar",DABM-1964,"86,2",51,,1.0,,12,"1,2",21.0,39,"1,6",12.0,,"0,48","0,7",,0,9,"0,02","0,17","3,3",4,97.0,UNCLASSIFIED,False,jahe,,50.0,tahu,low_score,,,,,,,,unmatched,False
NR019,Kemiri,DABM-1964,7,675,19.0,63.0,8.0,3,3,80.0,200,2,25.0,,"0,23","0,8",,0,0,"0,06","0,06","0,4",0,100.0,UNCLASSIFIED,False,kemiri,,55.55555555555556,sari kedelai,low_score,,,,,,,,unmatched,False
NR020,"Ketumbar, kering",DABM-1964,"11,2",418,,,,"12,3","4,4",630.0,370,"17,9",91.0,1787.0,"0,95","4,6",,75,1570,"0,2","0,35","1,8",0,100.0,UNCLASSIFIED,False,ketumbar,,61.53846153846154,kurma,low_score,,,,,,,,unmatched,False
NR021,Kluwek,DABM-1964,51,310,10.0,24.0,,,"1,5",40.0,100,2,,,,,,,0,"0,15",,,30,80.0,UNCLASSIFIED,False,kluwek,,46.15384615384615,kesemek,low_score,,,,,,,,unmatched,False
NR022,"Kunyit, segar",DABM-1964,"84,9",69,2.0,,,"0,6","1,3",24.0,78,"3,3",6.0,,"0,05","0,4",,12,,"0,03","0,02","0,4",1,78.0,UNCLASSIFIED,False,kunyit,,61.53846153846154,biskuit,low_score,,,,,,,,unmatched,False
NR023,"Merica, kering",DABM-1964,"12,9",365,,,,1,"4,4",460.0,200,"16,4",4.0,,"0,89","1,1",,0,,"0,2","0,1","2,5",,100.0,UNCLASSIFIED,False,merica,,61.53846153846154,markisa,low_score,,,,,,,,unmatched,False
NR024,"Pala, biji, kering",DABM-1964,"14,3",518,,,,"3,5","1,7",120.0,240,"4,6",2.0,,"0,94",2,,7,,"0,2","0,02","0,5",0,95.0,UNCLASSIFIED,False,pala biji,,63.1578947368421,jambu biji,low_score,,,,,,,,unmatched,False
QR001,"Kelapa muda, air, segar",DABM-1964,95,16,,,3.0,0,"0,4",15.0,8,"0,2",1.0,149.0,"0,04","0,1",0,0,,0,0,0,1,100.0,UNCLASSIFIED,False,kelapa muda air,,61.53846153846154,gula kelapa,low_score,,,,,,,,unmatched,False
