food_code,food_name,SUMBER,AIR (g),energy_kcal_100g,protein_g_100g,fat_g_100g,carb_g_100g,SERAT (g),ABU (g),calcium_mg_100g,FOSFOR (mg),BESI (mg),sodium_mg_100g,potassium_mg_100g,TEMBAGA (mg),SENG (mg),RETINOL (mcg),B-KAR (mcg),KAR-TOTAL (mcg),THIAMIN (mg),RIBOFLAVIN (mg),NIASIN (mg),VIT C (mg),bdd_percent,category,is_olahan_code,food_name_normalized_tkpi,urt_match_normalized,match_score,best_candidate,match_status,urt_food_name,urt_gram,urt,food_name_normalized_urt,urt_gram_numeric,gram_per_portion,URT,match_type,is_usable_for_recommendation
DR075,"Daun sintrong, segar",KZGPI-1990,"88,5",36,,,,"1,7","1,9",398.0,95,"9,3",,,"0,1","0,4",0,10178,8868,"0,03","0,2","0,9",3,94.0,S,False,daun sintrong,,57.14285714285714,singkong,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR076,"Daun talas, segar",KZGPI-1990,"81,1",59,3.0,,,3,2,236.0,50,"2,4",4.0,,"0,4","0,5",0,3816,5740,"0,07","0,6",2,24,80.0,S,False,daun talas,,66.66666666666667,talas,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR077,"Daun tespong, segar",DABM-1964,81,70,,,,"2,3","1,9",155.0,65,"2,5",,,"0,15","0,9",,171,2500,"0,05","0,7","1,4",21,60.0,S,False,daun tespong,,69.56521739130434,tepung sagu,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR078,"Daun ubi kuning, segar",KZGMI-2001,"83,5",62,,,,"6,4","1,4",170.0,40,"0,6",10.0,0.0,"0,2","0,5",,3564,,"0,3","0,3","1,2",4,75.0,S,False,daun ubi kuning,,77.41935483870968,ubi jalar kuning,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR079,"Daun ubi merah, segar",KZGPI-1990,"84,4",48,3.0,,,"1,4","1,5",80.0,81,"6,4",,,0,"0,4",0,5453,4697,"0,1","0,2","1,2",27,75.0,S,False,daun ubi merah,,61.53846153846154,kacang merah,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR080,"Daun ubi putih, segar",KZGMI-2001,"87,5",46,,,,"4,8","1,3",120.0,50,"0,8",10.0,0.0,"0,2","0,5",,103,,"0,3","0,3","0,9",8,75.0,S,False,daun ubi putih,,60.0,putih telur ayam,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR081,"Daun ubi tinta, segar",KZGMI-2001,"85,1",55,,,,"7,6","1,2",120.0,40,"0,6",10.0,0.0,"0,2","0,5",,516,,"0,2",0,0,7,75.0,S,False,daun ubi tinta,,60.0,ubi jalar kuning,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR082,"Eceng, segar",DABM-1964,93,19,1.0,,,"1,8",2,80.0,45,"3,7",,,,,,7,1000,"0,08","0,1","0,7",50,70.0,S,False,eceng,,54.54545454545454,kerang,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR083,"Gambas (oyong), segar",DABM-1964,"94,5",19,,,,"1,3","0,4",19.0,33,"0,9",,,0,"0,1",,17,380,"0,03",0,"0,4",8,85.0,S,False,gambas oyong,,54.54545454545454,pisang mas,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR084,"Genjer, segar",DABM-1964,90,35,,,,"2,5","0,4",62.0,33,"2,1",64.0,,,,,,3800,"0,07","0,1","1,1",54,70.0,S,False,genjer,,47.05882352941176,jeruk garut,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR085,"Jagung muda/ semi, segar",DABM-1964,"89,5",35,,,,"1,9","0,8",7.0,100,"0,5",353.0,,"0,1","0,8",0,23,200,"0,08","0,16","0,9",8,100.0,S,False,jagung muda semi,,56.00000000000001,selai jam,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR086,Jamur encik,KZGMI-2001,"24,8",296,,,62.0,,"2,7",5.0,277,"5,3",2.0,0.0,"0,2","3,1",,,,"1,1","0,1",,,95.0,G,False,jamur encik,,60.0,jambu air,low_score,,,,,,,,unmatched,False
DR087,"Jamur kuping, kering",DABM-1964,"14,9",294,16.0,,,"46,5","3,6",51.0,223,"6,7",,,"0,29","5,5",0,11,0,"0,11","0,6","2,7",0,100.0,G,False,jamur kuping,,64.28571428571428,ubi jalar kuning,low_score,,,,,,,,unmatched,False
DR088,"Jamur kuping, segar",DABM-1964,"93,7",21,,,,"5,1",1,3.0,94,"1,7",,,"0,19","0,1",0,1,0,"0,1","0,09","0,1",5,100.0,G,False,jamur kuping,,64.28571428571428,ubi jalar kuning,low_score,,,,,,,,unmatched,False
DR089,"Jamur merang, segar",BKP,"91,5",30,,,4.0,"2,4","0,8",14.0,117,1,,300.0,"0,3","0,8",,0,0,"0,02","0,2","0,5",0,100.0,G,False,jamur merang,,58.33333333333333,kacang hijau,low_score,,,,,,,,unmatched,False
DR090,"Jamur tiram, segar",BKP,"92,5",30,,,,"3,6","0,6",9.0,83,"0,7",22.0,226.0,0,"0,8",,0,0,"0,3","0,2",1,0,100.0,G,False,jamur tiram,,52.63157894736843,rambutan,low_score,,,,,,,,unmatched,False
DR091,Jamur sagu,KZGMI-2001,"91,3",48,,,,1,"0,8",10.0,90,"0,6",100.0,440.0,"0,6","0,6",,0,,"0,2","0,2","6,5",,95.0,G,False,jamur sagu,,63.1578947368421,selai jam,low_score,,,,,,,,unmatched,False
DR092,"Jantung pisang, segar",DABM-1964,"90,2",32,,,,"3,2","1,2",30.0,50,"0,1",3.0,524.0,"0,09","0,3",0,201,170,"0,05","0,03","0,8",10,25.0,S,False,jantung pisang,,69.23076923076923,pisang ambon,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR093,"Jengkol, segar",KZGMI-2001,"52,7",192,,,,"1,5","0,9",4.0,150,"0,7",60.0,241.0,"0,3","0,6",,,,"0,05","0,2","0,5",31,95.0,S,False,jengkol,,53.333333333333336,singkong,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR094,"Jotang, segar",DABM-1964,89,34,,,,"3,5","1,7",162.0,41,4,,,"0,3","1,2",,2,3918,"0,03",,"0,4",20,70.0,S,False,jotang,,66.66666666666667,jagung,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR095,"Kabau, segar",KZGMI-2001,"67,2",130,,,,"2,9","0,6",4.0,204,"0,5",1.0,,"0,2","0,5",,165,,"0,8","0,1","0,3",16,95.0,S,False,kabau,,60.0,babat,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR096,"Kacang mekah, polong, segar",KZGPI-1990,"93,6",22,,1.0,,"1,1","0,9",63.0,296,1,,,"0,3",,0,197,116,"0,02",,"0,4",0,91.0,S,False,kacang mekah polong,,70.96774193548387,kacang merah,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR097,"Kacang panjang, segar",KZGMI-2001,"91,8",31,,,,"2,7","0,5",60.0,64,"0,6",30.0,213.0,"0,1","0,5",0,125,,"0,7","0,1","0,3",46,92.0,S,False,kacang panjang,,69.23076923076923,ikan pindang,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR098,Kacang ranti polong,KZGPI-1990,"88,5",37,,,,"2,5","0,3",103.0,126,"0,8",,,,,,,2312,"0,02",,,6,83.0,S,False,kacang ranti polong,,60.60606060606061,kacang kedelai,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR099,"Kalakai, segar",KZGMI-2001,"89,9",38,,,,"5,8","0,9",18.0,90,"1,1",7.0,443.0,"0,4","0,9",,44,,"0,3","0,1",,8,70.0,S,False,kalakai,,66.66666666666667,salak,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR100,"Kangkung, segar",KZGPI-1990,91,28,,,,2,1,67.0,54,"2,3",,,"0,13","0,4",,2868,5542,"0,07","0,36",2,17,60.0,S,False,kangkung,,71.42857142857143,jagung,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR101,Kangkung tondano,KZGMI-2001,"88,5",43,,,,"4,3","1,1",72.0,9,"0,7",30.0,361.0,"0,3","0,4",,2741,,"0,8","0,1","1,1",23,60.0,S,False,kangkung tondano,,60.60606060606061,keju kacang tanah,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR102,"Kapri muda, segar",DABM-1964,"86,8",45,,,9.0,"1,8","0,7",51.0,85,1,,,"0,09","0,7",,72,440,"0,2","0,1","0,9",49,80.0,S,False,kapri muda,,57.14285714285714,ikan mujair,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR103,Karawila,KZGMI-2001,"93,7",25,,,,"2,1","0,3",25.0,67,"0,3",8.0,,"0,08","0,3",,21,,"0,1","0,1","0,4",39,80.0,S,False,karawila,,53.333333333333336,markisa,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR104,"Kecipir muda, segar",DABM-1964,"90,4",32,,,,"5,5","0,7",63.0,37,"0,3",,,"0,18","0,4",,261,595,"0,24","0,11","0,7",19,96.0,S,False,kecipir muda,,47.61904761904761,jambu air,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR105,"Kecombrang, segar",KZGPI-1990,90,34,,1.0,,"2,6","1,4",60.0,16,1,,,,,0,0,73,0,"0,02","0,8",0,100.0,S,False,kecombrang,,75.0,kerang,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR106,"Kelawi, kluwih, segar",DABM-1964,70,118,,,,5,1,28.0,32,"0,9",2.0,,"0,09","0,1",,0,20,"0,1","0,03","0,9",19,77.0,S,False,kelawi kluwih,,56.00000000000001,sari kedelai,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR107,"Kembang turi, segar",DABM-1964,"87,4",51,,,,5,"0,6",23.0,29,"0,9",,,"0,15","0,9",,201,105,"0,13","0,12","0,6",41,83.0,S,False,kembang turi,,83.33333333333334,kembang tahu,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR108,"Kerokot, segar",DABM-1964,93,26,,,,1,"1,1",103.0,39,"3,6",,,"0,23","0,9",,0,2550,"0,03","0,09","0,2",25,80.0,S,False,kerokot,,50.0,kedondong,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR109,"Ketimun, segar",KZGPI-1990,"97,9",8,,,,"0,3","0,3",29.0,95,"0,8",,,"0,02","0,1",0,18,314,"0,01","0,02","0,1",1,55.0,S,False,ketimun,,57.14285714285714,kentang,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR110,"Ketimun krai, segar",KZGPI-1990,"96,8",10,,,2.0,"0,6","0,5",20.0,98,1,,,"0,03","0,1",0,19,21,"0,02","0,03","0,1",3,82.0,S,False,ketimun krai,,52.17391304347826,kornet sapi,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR111,"Ketimun madura, segar",KZGPI-1990,"97,1",9,,,,"0,7","0,4",15.0,102,"0,6",,,"0,02","0,1",0,25,0,"0,02","0,02","0,1",5,89.0,G,False,ketimun madura,,53.84615384615385,kembang tahu,low_score,,,,,,,,unmatched,False
DR112,"Komak, segar",KZGMI-2001,"74,3",99,,,,"10,3","1,1",50.0,99,"13,1",15.0,567.0,"0,2","0,6",,5,,"0,2","0,19","0,1",,80.0,S,False,komak,,66.66666666666667,otak,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR113,Kool kembang,DABM-1964,"91,7",25,,,,"1,6","0,8",22.0,72,"1,1",,187.0,"0,04","0,3",,24,90,"0,11","0,09","0,6",69,57.0,S,False,kool kembang,,66.66666666666667,kembang tahu,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR114,"Kool merah,kool putih",DABM-1964,"92,4",29,,,,"1,9","0,9",46.0,31,"0,5",,,"0,29","0,3",,46,80,"0,06","0,07","0,3",50,75.0,S,False,kool merah kool putih,,48.64864864864865,nasi beras putih,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR115,"Koro kerupuk, polong",DABM-1964,"67,2",128,,,,,"1,7",17.0,12,"2,7",,,,,,,80,"0,11",,,31,68.0,S,False,koro kerupuk polong,,54.054054054054056,kerupuk udang ikan,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR116,"Koro wedus, polong",DABM-1964,88,46,3.0,,,"3,3","0,8",56.0,47,"1,1",2.0,,"0,09","0,4",,66,870,"0,09","0,09","0,5",17,70.0,S,False,koro wedus polong,,43.75,tepung singkong,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR117,"Kucai, segar",DABM-1964,"86,3",45,,,,"4,8","0,9",52.0,50,"1,1",,,"0,11","0,5",,2685,40,"0,11","0,2","1,8",17,52.0,S,False,kucai,,60.0,kurma,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR118,"Kucai muda (lokio), segar",DABM-1964,86,42,,,,"4,9","1,8",76.0,91,"2,5",,,"0,11","0,5",,2744,500,"0,11","0,2","1,8",59,100.0,S,False,kucai muda lokio,,47.05882352941176,kerupuk udang ikan,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR119,Kulit melinjo,KZGPI-1990,"71,9",111,,,,5,"1,8",117.0,179,"2,6",,,,,0,,1267,"0,07",,,7,100.0,S,False,kulit melinjo,,45.45454545454546,cumi cumi,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR120,"Kundur, segar",KZGMI-2001,94,22,,,,"1,3","0,7",3.0,54,"0,5",2.0,200.0,"0,1","0,3",,7,,"0,1","0,03","0,4",1,57.0,S,False,kundur,,54.54545454545454,sukun,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR121,"Labu air, segar",DABM-1964,95,19,,,,"0,6","0,4",12.0,18,"0,6",,,"0,03","0,8",,11,70,"0,04","0,02","0,4",10,80.0,S,False,labu air,,82.35294117647058,jambu air,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR122,"Labu kuning, segar",KZGMI-2001,"86,6",51,,,10.0,"2,7","1,2",40.0,180,"0,7",280.0,220.0,"0,35","1,5",,1569,,"0,2",0,"0,1",2,74.0,S,False,labu kuning,,64.28571428571428,kuning telur ayam,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR123,"Labu siam, segar",DABM-1964,"92,3",30,,,,"6,2","0,3",14.0,25,"0,5",,,"0,16",1,,48,20,"0,02",0,"0,6",18,83.0,S,False,labu siam,,57.14285714285714,gabus,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR124,"Labu waluh, segar",DABM-1964,"91,2",32,,,,"0,5",1,45.0,64,"1,4",1.0,,"0,13","0,3",,712,180,"0,08","0,12","0,6",52,77.0,S,False,labu waluh,,50.0,blewah,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR125,"Lantar, segar",KZGMI-2001,"91,2",34,,,,"2,9","0,8",10.0,58,"0,4",3.0,155.0,"0,2","0,4",,38,,"0,3","0,07","0,4",4,,S,False,lantar,,54.54545454545454,selar,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR126,"Lobak, segar",DABM-1964,"94,1",21,,,,"1,4","0,7",35.0,26,"0,6",,,"0,03","0,2",,0,10,"0,03","0,04","0,3",32,87.0,S,False,lobak,,66.66666666666667,otak,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR127,"Lumai/Leunca, segar",KZGMI-2001,"90,5",38,,,,2,"0,5",7.0,55,1,2.0,,"0,1","0,3",,25,,"0,2","0,1","0,6",17,95.0,S,False,lumai leunca,,52.17391304347826,jeruk manis,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR128,"Melinjo, segar",DABM-1964,80,66,5.0,,,,1,163.0,75,"2,8",,,,,,,1000,"0,1",,,100,60.0,S,False,melinjo,,66.66666666666667,melon,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR129,Mostarda metan- sawi,KZGMI-2001,"91,4",33,,,,"1,8","1,1",60.0,30,"3,1",20.0,100.0,"0,1","0,4",,1575,,"0,2","0,1","0,1",12,85.0,S,False,mostarda metan sawi,,51.42857142857142,nasi beras merah,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR130,"Nangka muda, segar",DABM-1964,"85,4",57,2.0,,,"8,3","0,9",45.0,29,"0,5",,,"0,04","0,1",,21,25,"0,07","0,06","0,7",9,80.0,S,False,nangka muda,,70.58823529411764,nangka,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR131,"Paria putih, segar",KZGPI-1990,"94,4",19,1.0,,,"1,3","0,6",31.0,65,"0,9",,,"0,03","0,8",0,197,80,"0,18","0,04","0,4",58,80.0,S,False,paria putih,,59.25925925925925,nasi beras putih,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR132,"Pepare ular, segar",KZGMI-2001,"95,1",19,,,,1,"0,3",20.0,10,"0,4",130.0,30.0,"0,1","0,1",,69,,"0,1","0,1","0,1",9,97.0,S,False,pepare ular,,70.0,gula aren,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR133,"Pepaya muda, segar",DABM-1964,"92,3",29,,,,"2,1","0,6",50.0,16,"0,4",,,"0,01",0,,0,50,"0,02","0,03","0,3",19,65.0,S,False,pepaya muda,,70.58823529411764,pepaya,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR134,"Petai, segar",KZGMI-2001,"77,2",92,,,,2,"1,1",14.0,170,"1,6",55.0,221.0,"0,2","0,8",,114,,"0,8","0,1","6,1",34,36.0,S,False,petai,petai,100.0,petai,accepted_fuzzy,Petai Segar,20,1 Papan/Biji Besar,petai,20.0,100.0,1 porsi,category_standard_vegetable,True
DR135,"Peterseli, segar",DABM-1964,"83,9",53,,1.0,9.0,0,"2,4",193.0,84,"4,3",,,"0,2","1,4",,2940,8230,"0,11","0,29","0,7",193,95.0,S,False,peterseli,,57.14285714285714,petai,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR136,"Pucuk lumai/daun leunca, segar",KZGMI-2001,91,33,,,,,"1,3",13.0,75,"2,9",2.0,0.0,"0,2","0,6",,,,"0,5","0,1",,41,70.0,S,False,pucuk lumai daun leunca,,47.05882352941176,ikan lemuru,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR137,"Putri malu, segar",KZGMI-2001,"80,2",76,,,,"7,1","1,3",119.0,84,"3,3",1.0,631.0,"0,6","1,4",,4762,,"0,6","0,6",,6,,S,False,putri malu,,52.63157894736843,ikan teri,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR138,"Rebung, segar",KZGMI-2001,"93,3",25,,,,"9,7","0,5",3.0,5,"0,5",3.0,206.0,"0,1","0,4",,10,,"0,2","0,07","0,5",0,28.0,S,False,rebung,,72.72727272727273,rebon,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR139,"Rimbang, segar",KZGMI-2001,"80,8",75,,,,10,"1,2",55.0,97,"0,6",20.0,234.0,"0,4","0,4",,51,,"0,4","0,1","1,3",38,95.0,S,False,rimbang,,66.66666666666667,rambutan,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR140,Rumput laut,KZGMI-2001,87,41,,,,"2,2","3,2",80.0,20,"1,6",250.0,380.0,"0,2","0,4",,1958,,"0,2",0,"0,1",7,100.0,S,False,rumput laut,,54.54545454545454,roti coklat,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR141,"Sawi, segar",DABM-1964,"92,2",28,,,4.0,"2,5","1,2",220.0,38,"2,9",,,"0,12","0,2",,2042,6460,"0,09","0,23","0,7",102,87.0,S,False,sawi,,75.0,sapi,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR142,"Sawi putih/ pecai, segar",KZGPI-1990,"96,6",9,1.0,,,"0,8","0,6",56.0,42,"1,1",5.0,,"0,05","0,1",0,862,832,"0,05","0,18","0,4",3,79.0,S,False,sawi putih pecai,,56.25,nasi beras putih,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR143,"Sawi taiwan, segar",KZGMI-2001,"91,8",30,,,,"2,7","1,4",100.0,58,"1,6",27.0,217.0,"0,1","0,7",,1340,,"0,2","0,1","0,6",33,85.0,S,False,sawi taiwan,,60.0,ikan asin,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR144,"Sawi tanah, segar",KZGMI-2001,"94,9",19,,,,"2,2",1,92.0,45,"1,2",17.0,145.0,"0,1","0,4",,815,,"0,2","0,1","0,1",36,85.0,S,False,sawi tanah,,52.63157894736843,ikan asin,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR145,"Selada, segar",DABM-1964,"94,8",18,,,,"1,8","0,9",22.0,25,"0,5",,,"0,03","0,2",,1526,540,"0,04","0,13","0,4",8,69.0,S,False,selada,,72.72727272727273,selar,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR146,"Selada air, segar",KZGPI-1990,"93,3",17,,,,"0,7","1,2",95.0,152,"2,4",,,"0,11","0,2",0,1230,3727,"0,09","0,14","0,7",56,70.0,S,False,selada air,,63.1578947368421,selai jam,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR147,"Seledri, segar",DABM-1964,93,23,1.0,,,2,"1,3",50.0,40,1,,,"0,08","0,4",,63,130,"0,03","0,07","0,4",11,63.0,S,False,seledri,,66.66666666666667,selar,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR148,"Taoge, segar",KZGPI-1990,"90,4",34,,,,"1,1","0,4",166.0,74,"0,8",,,"0,16","0,4",,41,20,"0,09","0,15","1,1",5,100.0,S,False,taoge,,50.0,kentang,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR149,"Taoge kacang kedelai, segar",DABM-1964,81,76,9.0,,,"0,7",1,50.0,65,1,,,"0,26","0,7",,0,110,"0,23","0,19","1,2",15,100.0,S,False,taoge kacang kedelai,,82.35294117647058,kacang kedelai,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR150,"Taoge kacang tunggak, segar",DABM-1964,88,40,5.0,,,"2,6",1,57.0,88,1,,,"0,07","0,5",,299,0,"0,07","0,08","0,8",15,90.0,S,False,taoge kacang tunggak,,64.86486486486487,keju kacang tanah,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR151,"Tebu terubuk (lilin), segar",DABM-1964,91,30,,,3.0,"0,8",1,40.0,80,2,,,"0,2","1,1",,12,0,"0,08","0,2","1,2",50,20.0,S,False,tebu terubuk lilin,,52.94117647058824,telur bebek asin,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR152,"Tekokak, segar",DABM-1964,89,34,2.0,,,"4,9",1,50.0,30,2,,,"0,12","0,2",,23,750,"0,08","0,05","0,9",8,95.0,S,False,tekokak,,54.54545454545454,otak,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR153,"Tekokak, kering",DABM-1964,"12,3",302,,,,"21,2","8,1",370.0,180,"22,2",,0.0,"1044,2",1,,187,750,"0,4","0,17","5,1",0,100.0,S,False,tekokak,,54.54545454545454,otak,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR154,"Terong, segar",DABM-1964,"92,7",28,,,,"2,1","0,5",15.0,37,"0,4",,187.0,"0,1","0,1",,46,30,"0,04","0,03","0,5",5,100.0,S,False,terong,,66.66666666666667,kerang,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR155,"Terong asam, segar",KZGMI-2001,"90,5",37,2.0,,,"3,2","0,8",13.0,59,"1,5",3.0,155.0,"0,3","0,3",,97,,"0,2","0,1","0,8",4,,S,False,terong asam,,66.66666666666667,telur ayam,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR156,"Terung belanda, segar",KZGPI-1990,"87,3",52,,,,"1,4",1,16.0,40,"1,1",,,,,0,,8048,"0,42","0,06",0,12,100.0,S,False,terung belanda,,69.23076923076923,tepung beras,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR157,"Terung bengkulu, segar",KZGPI-1990,"86,6",52,,,,"3,2","0,8",19.0,39,"1,1",,,"0,16",1,0,85,600,"0,23","0,04",0,6,100.0,S,False,terung bengkulu,,61.53846153846154,tepung sagu,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR158,"Terong hintalo, segar",KZGMI-2001,"89,2",45,,,,"5,1","0,6",19.0,268,1,167.0,142.0,"0,6","0,2",,552,,"0,2","0,4",,4,,S,False,terong hintalo,,59.25925925925925,kentang hitam,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR159,Terung panjang,KZGPI-1990,"91,8",25,,,,"0,5","0,7",38.0,24,"0,7",,,"0,09","0,2",0,83,24,"0,15","0,06","0,7",8,100.0,S,False,terung panjang,,64.0,tepung sagu,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR160,"Tomat, air (sari), segar",DABM-1964,94,20,1.0,,,"0,4","1,3",7.0,15,"0,4",,,"0,06","0,1",,266,600,"0,05","0,03","0,7",10,100.0,S,False,tomat air sari,,54.54545454545454,tepung sari kedelai,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR161,"Tomat merah, segar",KZGPI-1990,"92,9",24,,,,"1,5","0,6",8.0,77,"0,6",,,"0,14","0,2",,575,2083,"0,06","0,07","0,4",34,100.0,S,False,tomat merah,,51.85185185185186,nasi beras merah,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR162,"Tomat muda, segar",DABM-1964,93,24,2.0,,,"1,8",2,5.0,27,"0,5",,210.0,"0,07","0,2",,384,320,"0,07","0,04","0,7",30,95.0,S,False,tomat muda,,47.61904761904761,kacang toto,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR163,"Uceng/ bunga melinjo, segar",KZGPI-1990,"79,5",82,,,,"4,8","1,7",70.0,266,"2,4",,,,,,,58,"0,11","0,15",,3,89.0,S,False,uceng bunga melinjo,,45.16129032258065,tepung beras,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR164,"Umbut kelapa, segar",KZGMI-2001,"89,3",39,2.0,,,"2,5","1,3",57.0,49,,4.0,447.0,"0,2","1,4",,16,,"0,1","0,1",,8,,S,False,umbut kelapa,,52.17391304347826,kacang mete,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR165,Umbut rotan,KZGMI-2001,"90,5",34,,,,"2,2","1,3",89.0,79,"1,3",8.0,552.0,"0,2","1,9",,14,,"0,2",,,9,,S,False,umbut rotan,,63.1578947368421,rambutan,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
DR166,"Wortel, segar",KZGPI-1990,"89,9",36,1.0,,,1,"0,6",45.0,74,1,70.0,245.0,"0,06","0,3",,3784,7125,"0,04","0,04",1,18,80.0,S,False,wortel,,40.0,otak,low_score,,,,,,100.0,1 porsi,category_standard_vegetable,True
ER001,"Alpukat, segar",DABM-1964,84,85,,,,,"0,6",10.0,20,"0,9",2.0,278.0,"0,2","0,4",,189,180,"0,05","0,08",1,13,61.0,B,False,alpukat,,85.71428571428572,alpokat,low_score,,,,,,,,unmatched,False
ER002,"Anggur hutan, segar",KZGPI- 1990,92,30,,,,"1,2","0,2",39.0,12,"1,1",,,,,0,,1,"0,01",,,3,100.0,B,False,anggur hutan,,66.66666666666667,anggur,low_score,,,,,,,,unmatched,False
ER003,"Apel malang, segar",KZGPI- 1990,86,57,,,,"0,8","0,3",9.0,18,"0,6",4.0,,"110,16",0,,26,2240,"0,05","0,03","0,1",5,88.0,B,False,apel malang,apel malang,100.0,apel malang,accepted_fuzzy,Apel malang,75,1 buah sedang,apel malang,75.0,75.0,1 buah sedang,normalized_urt,True
ER004,"Apel, segar",DABM-1964,84,58,,,,"2,6","0,3",6.0,10,"0,3",2.0,130.0,"124,2","0,3",,30,90,"0,04","0,03","0,1",5,88.0,B,False,apel,,57.14285714285714,apel merah,low_score,,,,,,,,unmatched,False
