food_code,food_name,source,water_g_100g,energy_kcal_100g,protein_g_100g,fat_g_100g,carb_g_100g,fiber_g_100g,ash_g_100g,calcium_mg_100g,phosphorus_mg_100g,iron_mg_100g,sodium_mg_100g,potassium_mg_100g,copper_mg_100g,zinc_mg_100g,retinol_mcg_100g,beta_carotene_mcg_100g,carotene_total_mcg_100g,thiamin_mg_100g,riboflavin_mg_100g,niacin_mg_100g,vitamin_c_mg_100g,bdd_percent,tkpi_main_group,tkpi_group_code,category_code,category_name,category_source,food_name_clean,food_name_match,food_name_match_original,urt,urt_qty,urt_unit,gram_per_portion,is_processed_code,exists_in_urt,exists_in_manual_whitelist,remove_processed
KR006,Lemak kerbau (lemak sapi),DABM-1964,5,818,"1,5",90,0,0,"3,5",0,0,0,29,"25,8",0,0,0,283,,0,0,"0,7",0,100,K,KR,M,Minyak / Lemak,keyword_rule,lemak kerbau (lemak sapi),lemak kerbau (lemak sapi),lemak kerbau (lemak sapi),,,,,False,False,False,False
KR007,"Minyak hiu, hati",DABM-1964,0,902,0,100,0,0,0,0,0,0,0,0,0,0,21212,0,,0,0,0,0,100,K,KR,M,Minyak / Lemak,keyword_rule,"minyak hiu, hati","minyak hiu, hati","minyak hiu, hati",,,,,False,False,False,False
KR008,Minyak ikan,DABM-1964,0,902,0,100,0,0,0,0,0,0,0,0,0,0,24242,0,,0,0,0,0,100,K,KR,M,Minyak / Lemak,keyword_rule,minyak ikan,minyak ikan,minyak ikan,,,,,False,False,False,False
KR009,Minyak kacang tanah,DABM-1964,0,902,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,100,K,KR,M,Minyak / Lemak,keyword_rule,minyak kacang tanah,minyak kacang tanah,minyak kacang tanah,1 sendok teh,1.0,sendok teh,5,False,True,False,False
KR010,Minyak kedelai,FCTEA-1972,"0,1",883,0,"99,9",0,0,0,0,0,0,0,"0,1",0,0,0,0,,0,0,0,0,100,K,KR,M,Minyak / Lemak,keyword_rule,minyak kedelai,minyak kedelai,minyak kedelai,1 sendok teh,1.0,sendok teh,5,False,True,False,False
KR011,Minyak kelapa,DABM-1964,0,870,1,98,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,100,K,KR,M,Minyak / Lemak,keyword_rule,minyak kelapa,minyak kelapa,minyak kelapa,1 sendok teh,1.0,sendok teh,5,False,True,False,False
KR012,Minyak kelapa sawit,DABM-1964,0,884,0,100,0,0,0,0,0,0,0,0,0,0,,18181,,0,0,0,0,100,K,KR,M,Minyak / Lemak,keyword_rule,minyak kelapa sawit,minyak kelapa sawit,minyak kelapa sawit,,,,,False,False,False,False
KR013,Minyak wijen,FCTEA-1972,"0,1",881,"0,2","99,7",0,0,0,10,5,"0,1",2,20,0,0,0,0,,"0,01","0,07","0,1",0,100,K,KR,M,Minyak / Lemak,keyword_rule,minyak wijen,minyak wijen,minyak wijen,,,,,False,False,False,False
KR014,Minyak zaitun,DABM- 1964,0,884,0,100,0,0,0,14,0,"1,2",7,0,0,0,,0,,0,0,5,,100,K,KR,M,Minyak / Lemak,keyword_rule,minyak zaitun,minyak zaitun,minyak zaitun,1 sendok teh,1.0,sendok teh,5,False,True,False,False
KP002,Mentega,DABM- 1964,16,742,"0,5","81,6","1,4",0,"1,9",15,16,"1,1",653,103,0,"0,4",1000,155,,0,"0,1",0,,100,K,KP,M,Minyak / Lemak,keyword_rule,mentega,mentega,mentega,1 sendok makan,1.0,sendok makan,15,True,True,False,False
MP005,Gula aren,DABM- 1964,7,368,0,0,92,0,1,75,35,3,15,"390,4","0,04","26,4",0,0,,0,"0,01","0,5",0,100,M,MP,G,Gula,keyword_rule,gula aren,gula aren,gula aren,,,,,True,True,False,False
MP006,Gula kelapa,DABM- 1964,10,386,3,10,76,0,1,76,37,"2,6",2,0,0,0,0,0,,0,"0,34","0,5",0,100,M,MP,G,Gula,keyword_rule,gula kelapa,gula kelapa,gula kelapa,1 sendok makan,1.0,sendok makan,10,True,True,False,False
MP007,Gula putih,DABM- 1964,"5,4",394,0,0,94,0,"0,6",5,1,"0,1",1,"4,75",0,0,0,0,,0,0,0,0,100,M,MP,G,Gula,keyword_rule,gula putih,gula putih,gula putih,,,,,True,True,False,False
MP010,Madu,DABM- 1964,20,294,"0,3",0,"79,5","0,2","0,2",5,16,"0,9",6,"26,9","0,04","0,2",0,0,,0,"0,04","0,1",4,100,M,MP,G,Gula,keyword_rule,madu,madu,madu,1 sendok makan,1.0,sendok makan,15,True,True,False,False
MP014,Sirup,DABM- 1964,44,213,0,0,55,0,1,0,0,0,3,"4,2",,,,0,,0,0,0,,100,M,MP,G,Gula,keyword_rule,sirup,sirup,sirup,1 sendok makan,1.0,sendok makan,15,True,True,False,False
NR001,"Asam arang coklat, segar",KZGPI- 1990,"66,1",130,"0,5","1,1","30,9","1,5","1,4",79,113,"4,3",13,,,,,745,0,"0,01","0,2",0,0,,N,NR,NAN,,unmapped,"asam arang coklat, segar",asam arang coklat,asam arang coklat,,,,,False,False,False,False
NR002,"Asam arang merah, segar",KZGPI- 1990,"75,9",99,"0,8","1,6","20,3","2,8","1,4",69,300,"4,6",2,96,,"0,1",,529,0,"0,01","0,4","1,6",0,,N,NR,NAN,,unmapped,"asam arang merah, segar",asam arang merah,asam arang merah,,,,,False,False,False,False
NR003,"Asan kandis, kering",KZGPI- 1990,"32,2",261,"0,9","1,6","63,3",5,2,192,657,"4,4",26,341,"0,4","0,3",,0,0,0,0,"0,4",0,100,N,NR,NAN,,unmapped,"asan kandis, kering","asan kandis, kering","asan kandis, kering",,,,,False,False,False,False
NR004,"Asam kandis, segar",KZGPI- 1990,"81,5",75,"0,2","1,1","16,1","3,4","1,1",63,139,"2,5",93,"93,2","0,1","0,1",,41,0,"0,01",0,"0,1",0,,N,NR,NAN,,unmapped,"asam kandis, segar",asam kandis,asam kandis,,,,,False,False,False,False
NR005,"Asam masak pohon, segar",DABM-1964,"31,4",267,"2,8","0,6","62,5","1,2","2,7",74,113,"0,6",9,"139,5","0,09","0,1",,9,30,"0,34","0,04","0,7",2,48,N,NR,NAN,,unmapped,"asam masak pohon, segar",asam masak pohon,asam masak pohon,,,,,False,False,False,False
NR006,"Asam payak, segar",KZGPI- 1990,"65,1",135,"0,8","0,4","32,1",10,"1,6",60,39,"5,7",0,,,,,,0,0,,,0,,N,NR,NAN,,unmapped,"asam payak, segar",asam payak,asam payak,,,,,False,False,False,False
NR007,"Bawang merah, segar",DABM-1964,88,46,"1,5","0,3","9,2","1,7",1,36,40,"0,8",7,"178,6","0,06","0,2",,2,,"0,03","0,04","0,2",2,90,N,NR,NAN,,unmapped,"bawang merah, segar",bawang merah,bawang merah,,,,,False,False,False,False
NR008,"Bawang putih, segar",DABM-1964,71,112,"4,5","0,2","23,1","0,6","1,8",42,134,1,46,"665,7","0,09","0,4",,0,,"0,22","0,07","0,3",15,88,N,NR,NAN,,unmapped,"bawang putih, segar",bawang putih,bawang putih,,,,,False,False,False,False
NR009,"Boros kunci, segar",DABM-1964,90,40,1,"0,8","7,2",1,1,50,50,2,33,480,"0,02","0,3",,0,5000,"0,08","0,68","1,7",50,80,N,NR,NAN,,unmapped,"boros kunci, segar",boros kunci,boros kunci,,,,,False,False,False,False
NR010,"Boros laja (lengkuas), segar",DABM-1964,93,26,1,"0,3","4,7","1,1",1,50,50,2,24,"137,1","0,07","0,3",,5,5000,"0,08","0,06","0,3",50,80,N,NR,NAN,,unmapped,"boros laja (lengkuas), segar",boros laja (lengkuas),boros laja (lengkuas),,,,,False,False,False,False
NR011,"Cabai gembor merah, segar",KZGPI- 1990,"90,8",38,"1,6","0,8","6,3","1,6","0,6",49,41,"1,1",7,"275,3","0,12","0,2",,5897,3240,"0,21","0,12",0,16,89,N,NR,NAN,,unmapped,"cabai gembor merah, segar",cabai gembor merah,cabai gembor merah,,,,,False,False,False,False
NR012,"Cabai hijau, segar",DABM-1964,"93,4",26,"0,7","0,3","5,2","2,6","0,4",14,23,"0,4",7,151,"0,08","0,2",,44,260,"0,05","0,06","0,4",84,82,N,NR,NAN,,unmapped,"cabai hijau, segar",cabai hijau,cabai hijau,,,,,False,False,False,False
NR013,"Cabai merah, kering",DABM-1964,10,367,"15,9","6,2","61,8","26,9","6,1",160,370,"2,3",25,"181,5","1,2","1,8",,10955,576,"0,4","1,36","4,4",50,85,N,NR,NAN,,unmapped,"cabai merah, kering","cabai merah, kering","cabai merah, kering",,,,,False,False,False,False
NR014,"Cabai merah, segar",DABM-1964,"90,9",36,1,"0,3","7,3","1,4","0,5",29,24,"0,5",23,"272,4","0,12","0,2",,5833,470,"0,05","0,09",3,18,85,N,NR,NAN,,unmapped,"cabai merah, segar",cabai merah,cabai merah,,,,,False,False,False,False
NR015,"Cabai rawit, segar",DABM-1964,"71,2",120,"4,7","2,4","19,9","15,2","1,8",45,85,"2,5",34,"706,2","0,29","0,6",,1694,11050,"0,24","0,09","1,7",70,85,N,NR,NAN,,unmapped,"cabai rawit, segar",cabai rawit,cabai rawit,,,,,False,False,False,False
NR016,"Cengkeh, kering",DABM-1964,"23,3",330,"5,2","8,9","57,4",10,"5,2",740,100,"4,9",282,961,"0,3",0,,265,,200,0,0,,100,N,NR,NAN,,unmapped,"cengkeh, kering","cengkeh, kering","cengkeh, kering",,,,,False,False,False,False
NR017,"Daun salam, bubuk",FCTEA-1972,"13,1",301,"14,2","10,9",49,"9,4","12,8",86,250,"44,1",180,619,"1,31","0,7",0,5400,,"0,1","0,32",5,0,100,N,NR,NAN,,unmapped,"daun salam, bubuk","daun salam, bubuk","daun salam, bubuk",,,,,False,False,False,False
NR018,"Jahe, segar",DABM-1964,"86,2",51,"1,5",1,"10,1",12,"1,2",21,39,"1,6",12,"441,7","0,48","0,7",,0,9,"0,02","0,17","3,3",4,97,N,NR,NAN,,unmapped,"jahe, segar",jahe,jahe,,,,,False,False,False,False
NR019,Kemiri,DABM-1964,7,675,19,63,8,3,3,80,200,2,25,"430,7","0,23","0,8",,0,0,"0,06","0,06","0,4",0,100,N,NR,NAN,,unmapped,kemiri,kemiri,kemiri,,,,,False,False,False,False
NR020,"Ketumbar, kering",DABM-1964,"11,2",418,"14,1","16,1","54,2","12,3","4,4",630,370,"17,9",91,1787,"0,95","4,6",,75,1570,"0,2","0,35","1,8",0,100,N,NR,NAN,,unmapped,"ketumbar, kering","ketumbar, kering","ketumbar, kering",,,,,False,False,False,False
NR021,Kluwek,DABM-1964,51,310,10,24,"13,5",,"1,5",40,100,2,,,,,,,0,"0,15",,,30,80,N,NR,NAN,,unmapped,kluwek,kluwek,kluwek,,,,,False,False,False,False
NR022,"Kunyit, segar",DABM-1964,"84,9",69,2,"2,7","9,1","0,6","1,3",24,78,"3,3",6,"406,7","0,05","0,4",,12,,"0,03","0,02","0,4",1,78,N,NR,NAN,,unmapped,"kunyit, segar",kunyit,kunyit,,,,,False,False,False,False
NR023,"Merica, kering",DABM-1964,"12,9",365,"11,5","6,8","64,4",1,"4,4",460,200,"16,4",4,"99,7","0,89","1,1",,0,,"0,2","0,1","2,5",,100,N,NR,NAN,,unmapped,"merica, kering","merica, kering","merica, kering",,,,,False,False,False,False
NR024,"Pala, biji, kering",DABM-1964,"14,3",518,"7,5","36,4","40,1","3,5","1,7",120,240,"4,6",2,"78,7","0,94",2,,7,,"0,2","0,02","0,5",0,95,N,NR,NAN,,unmapped,"pala, biji, kering","pala, biji, kering","pala, biji, kering",,,,,False,False,False,False
QR001,"Kelapa muda, air, segar",DABM-1964,95,16,"0,1","0,4",3,0,"0,4",15,8,"0,2",1,149,"0,04","0,1",0,0,,0,0,0,1,100,Q,QR,NAN,,unmapped,"kelapa muda, air, segar","kelapa muda, air","kelapa muda, air",,,,,False,False,False,False
