food_code,food_name,source,water_g_100g,energy_kcal_100g,protein_g_100g,fat_g_100g,carb_g_100g,fiber_g_100g,ash_g_100g,calcium_mg_100g,phosphorus_mg_100g,iron_mg_100g,sodium_mg_100g,potassium_mg_100g,copper_mg_100g,zinc_mg_100g,retinol_mcg_100g,beta_carotene_mcg_100g,carotene_total_mcg_100g,thiamin_mg_100g,riboflavin_mg_100g,niacin_mg_100g,vitamin_c_mg_100g,bdd_percent,tkpi_main_group,tkpi_group_code,category_code,category_name,category_source,food_name_clean,food_name_match,food_name_match_original,urt,urt_qty,urt_unit,gram_per_portion,food_name_std
CP010,"Kacang mete/biji jambu monyet, goreng",KZGPI- 1990,1,629,"20,4","56,3","19,8","1,1","2,5",502,493,8,13,"641,7","4,7","5,4",,5,,"0,37","0,22","1,8",,100,C,CP,G,Gula,keyword_rule,"kacang mete/biji jambu monyet, goreng","kacang mete biji jambu monyet, goreng","kacang mete biji jambu monyet, goreng",,,,,"kacang mete/biji jambu monyet, goreng"
CP011,Kacang tanah rebus dg kulit,DABM-1964,"40,2",360,"13,5","31,2","12,8",,"2,3",42,177,"1,4",32,483,"1,6",2,0,,,"0,44","0,13",9,5,43,C,CP,LN,Lauk Nabati,tkpi_main_group,kacang tanah rebus dg kulit,kacang tanah rebus dg kulit,kacang tanah rebus dg kulit,,,,,kacang tanah rebus dg kulit
CP012,"Kacang tanah, goreng",KZGPI- l990,"2,5",564,"25,5","44,4","25,5","2,8","2,8",106,390,"4,1",,,,,,,,"0,4",,,,100,C,CP,LN,Lauk Nabati,tkpi_main_group,"kacang tanah, goreng","kacang tanah, goreng","kacang tanah, goreng",,,,,"kacang tanah, goreng"
CP013,"Kacang tanah, rebus",KZGPI- l990,"62,1",220,"10,6",18,8,1,"1,3",89,273,"1,9",36,"536,2","1,78","2,2",,,,"0,1",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,"kacang tanah, rebus",kacang tanah,kacang tanah,,,,,"kacang tanah, rebus"
CP014,"Kacang tolo, rebus",KZGPI- l990,"64,4",138,"10,7","1,1","22,6","0,9","1,2",165,172,4,13,"6,7","0,8","6,1",,,,"0,01","0,17","3,2",,100,C,CP,LN,Lauk Nabati,tkpi_main_group,"kacang tolo, rebus",kacang tolo,kacang tolo,,,,,"kacang tolo, rebus"
CP015,Ampas kacang hijau,KZGPI- 1990,"70,6",96,"3,7","0,6","19,1","2,7","0,6",133,150,"1,3",,,,,,,,"0,05",,,,100,C,CP,LN,Lauk Nabati,tkpi_main_group,ampas kacang hijau,ampas kacang hijau,ampas kacang hijau,,,,,ampas kacang hijau
CP016,"Ampas tahu, mentah",KZGPI- 1990,"84,1",67,5,"2,1","8,1","4,1","0,6",460,88,1,8,"184,5","0,17","0,5",,0,,"0,06","0,02","0,1",,100,C,CP,LN,Lauk Nabati,tkpi_main_group,"ampas tahu, mentah",ampas tahu,ampas tahu,,,,,"ampas tahu, mentah"
CP017,Ampas tahu kukus,KZGPI- 1990,"82,5",75,"4,1","2,1","10,7","5,1","0,6",203,60,"1,3",,,,,,0,,"0,07",,,,100,C,CP,LN,Lauk Nabati,tkpi_main_group,ampas tahu kukus,ampas tahu kukus,ampas tahu kukus,,,,,ampas tahu kukus
CP018,"Ampas tahu, kering",DABM-1964,9,414,"26,6","18,3","41,3",0,"5,8",19,29,4,45,"1055,7","0,99","2,8",0,24,,"0,2","0,1","0,5",0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,ampas tahu,"ampas tahu, kering","ampas tahu, kering",,,,,ampas tahu
CP019,Pepea oncom ampas tahu,KZGPI- 1990,"80,9",76,"5,2","1,8","10,6","2,2","1,5",215,66,"12,5",,,,,,,268,"0,11",,,,100,C,CP,LN,Lauk Nabati,tkpi_main_group,pepea oncom ampas tahu,pepea oncom ampas tahu,pepea oncom ampas tahu,,,,,pepea oncom ampas tahu
CP020,Bungkil biji karet,DABM-1964,12,210,30,10,10,,"29,4",102,660,12,,,,,0,,,"0,1",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,bungkil biji karet,bungkil biji karet,bungkil biji karet,,,,,bungkil biji karet
CP021,Bungkil kacang tanah,DABM-1964,15,365,45,13,17,,"33,1",730,470,"30,7",,,,,0,,,"0,04",,,,100,C,CP,LN,Lauk Nabati,tkpi_main_group,bungkil kacang tanah,bungkil kacang tanah,bungkil kacang tanah,,,,,bungkil kacang tanah
CP022,Bungkil kelapa,DABM-1964,10,367,23,15,35,,38,137,433,"41,5",,,,,0,,,0,"0,46","8,9",,100,C,CP,LN,Lauk Nabati,tkpi_main_group,bungkil kelapa,bungkil kelapa,bungkil kelapa,,,,,bungkil kelapa
CP023,Dodol banjarmasin,KZGMI-2001,"17,3",368,"2,6","8,6",70,"0,5","1,5",51,180,"3,3",48,96,"0,4","2,6",0,0,0,"0,04","0,07","2,3",0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,dodol banjarmasin,dodol banjarmasin,dodol banjarmasin,,,,,dodol banjarmasin
CP024,Emping (kerupuk melinjo),DABM-1964,15,300,12,"1,5",61,,28,100,400,5,,,,,,,,"0,2",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,emping (kerupuk melinjo),emping (kerupuk melinjo),emping (kerupuk melinjo),,,,,emping (kerupuk melinjo)
CP025,Emping komak,KZGMI-2001,"14,2",355,"17,8","4,6","60,7",,"2,7",87,304,"4,3",24,1233,1,"2,3",,0,,,,"0,6",,100,C,CP,LN,Lauk Nabati,tkpi_main_group,emping komak,emping komak,emping komak,,,,,emping komak
CP026,Enting-enting gepuk hello kity,KZGPI- 1990,"2,4",538,"13,6","30,3","52,6","0,2",1,81,248,"1,6",,,,,0,,202,1,,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,enting-enting gepuk hello kity,enting-enting gepuk hello kity,enting-enting gepuk hello kity,,,,,enting-enting gepuk hello kity
CP027,Enting-enting gepuk kacang tanah,KZGPI- 1990,"4,2",524,"13,3","29,2",52,"0,2","1,4",76,248,"1,4",,,,,0,,272,"0,62",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,enting-enting gepuk kacang tanah,enting-enting gepuk kacang tanah,enting-enting gepuk kacang tanah,,,,,enting-enting gepuk kacang tanah
CP028,Enting-enting wijen,KZGPI- 1990,"3,7",565,"18,2","38,4","36,8","1,9",3,251,502,"10,9",,,,,0,,240,"0,92",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,enting-enting wijen,enting-enting wijen,enting-enting wijen,,,,,enting-enting wijen
CP029,Geplak,KZGMI-2001,"29,6",350,"1,4","14,4","53,6","1,8",1,151,43,"2,1",,,,,0,,120,"0,12","0,02","0,8",0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,geplak,geplak,geplak,,,,,geplak
CP030,Geplak jahe,KZGMI-2001,"12,4",462,"3,1","24,4","57,7","3,3","2,5",212,161,"6,6",,,,,0,,272,"0,12",0,"0,1",0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,geplak jahe,geplak jahe,geplak jahe,,,,,geplak jahe
CP031,Kacang atom,KZGPI- 1990,"3,1",533,"27,8","38,1","28,8","2,5","2,2",87,423,3,,,,,,,0,"0,06",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,kacang atom,kacang atom,kacang atom,,,,,kacang atom
CP032,Kacang goyang,KZGMI-2001,"8,3",516,"14,7","31,1","44,4",,"1,5",34,230,"0,7",2,365,"0,6","1,7",,,,,,,,100,C,CP,LN,Lauk Nabati,tkpi_main_group,kacang goyang,kacang goyang,kacang goyang,,,,,kacang goyang
CP033,Kacang negara,KZGMI-2001,"3,1",480,"18,4","19,1","58,5","11,7","0,9",34,404,"10,3",1010,385,"2,5","7,1",,,,"0,63","0,05","2,6",,100,C,CP,LN,Lauk Nabati,tkpi_main_group,kacang negara,kacang negara,kacang negara,,,,,kacang negara
CP034,Kacang sukro,KZGPI- 1990,"4,7",484,"8,8","26,1","57,7","1,8","2,7",49,194,"2,5",,,,,,,0,"0,06",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,kacang sukro,kacang sukro,kacang sukro,,,,,kacang sukro
CP035,Kacang tanah sari,KZGPI- 1990,"2,1",561,"25,5","43,8",26,"2,2","2,6",50,324,"3,1",,,,,,,0,"0,08",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,kacang tanah sari,kacang tanah sari,kacang tanah sari,,,,,kacang tanah sari
CP036,Keju kacang tanah (peanut butter),DABM-1964,3,590,27,49,"20,9","1,6","0,1",60,360,2,355,"492,4","0,57","2,7",0,0,,"0,3","0,2","16,2",0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,keju kacang tanah (peanut butter),keju kacang tanah (peanut butter),keju kacang tanah (peanut butter),,,,,keju kacang tanah (peanut butter)
CP037,Kembang tahu,KZGPI- 1990,"10,8",380,"48,9","13,8","23,3",0,"3,2",378,781,"2,1",55,"455,3","0,68","4,2",,0,,"0,15","0,08","0,7",,100,C,CP,LN,Lauk Nabati,tkpi_main_group,kembang tahu,kembang tahu,kembang tahu,1 Lembar,1.0,Lembar,20,kembang tahu
CP038,Kembang tahu rebus,KZGPI- 1990,"79,8",90,"10,7",4,"4,7",,"0,8",85,,,,,,,,,,,,,,100,C,CP,LN,Lauk Nabati,tkpi_main_group,kembang tahu rebus,kembang tahu rebus,kembang tahu rebus,,,,,kembang tahu rebus
CP039,Keripik oncom,KZGPI- 1990,3,598,"8,3","43,8","42,6","3,3","2,2",85,153,27,,,,,,,1608,"1,13",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,keripik oncom,keripik oncom,keripik oncom,,,,,keripik oncom
CP040,Keripik tempe,KZGPI- 1990,"3,3",581,"12,1","40,6","41,7","2,2","2,3",237,116,"6,9",,,,,,,320,"0,35",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,keripik tempe,keripik tempe,keripik tempe,,,,,keripik tempe
CP041,Keripik tempe abadi besar,KZGPI- 1990,"4,5",556,"15,8","37,1","39,8","3,5","2,8",112,215,"5,4",,,,,,,0,"0,63",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,keripik tempe abadi besar,keripik tempe abadi besar,keripik tempe abadi besar,,,,,keripik tempe abadi besar
CP042,Keripik tempe abadi murni,KZGPI- 1990,"3,2",542,"40,3","42,4","11,6","2,2","2,7",175,529,"5,2",,,,,,,50,"0,1",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,keripik tempe abadi murni,keripik tempe abadi murni,keripik tempe abadi murni,,,,,keripik tempe abadi murni
CP043,Keripik tempe abadi sedang,KZGPI- 1990,"4,4",510,"12,3","27,9","52,4","3,6","3,1",122,211,"8,4",,,,,,,0,"0,52",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,keripik tempe abadi sedang,keripik tempe abadi sedang,keripik tempe abadi sedang,,,,,keripik tempe abadi sedang
CP044,Keripik tempe abadi telur,KZGPI- 1990,"4,5",529,"20,8","31,7","40,2",3,"2,9",124,222,"5,4",,,,,,,0,"0,86",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,keripik tempe abadi telur,keripik tempe abadi telur,keripik tempe abadi telur,,,,,keripik tempe abadi telur
CP045,Kerupik tempe abadi prima,KZGPI- 1990,"4,8",540,"16,7","33,9",42,"2,2","2,6",92,184,"3,2",,,,,,,1080,"0,38",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,kerupik tempe abadi prima,kerupik tempe abadi prima,kerupik tempe abadi prima,,,,,kerupik tempe abadi prima
CP046,Kwaci,DABM-1964,"9,9",515,"30,6","42,1","13,8","13,6","3,7",54,312,"6,2",124,"448,6","0,65","9,7",0,,,"0,02","0,19","0,3",0,35,C,CP,LN,Lauk Nabati,tkpi_main_group,kwaci,kwaci,kwaci,,,,,kwaci
CP047,Melinjo emping tebal goreng manis,KZGPI- 1990,"5,6",439,10,"16,4","65,7",,"2,3",66,225,,,,,,,,0,"0,1",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,melinjo emping tebal goreng manis,melinjo emping tebal goreng manis,melinjo emping tebal goreng manis,,,,,melinjo emping tebal goreng manis
CP048,"Melinjo emping tebal, goreng asin",KZGPI- 1990,8,431,"11,1","16,2",63,,"1,6",77,,,,,,,,,0,"0,08",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,"melinjo emping tebal, goreng asin","melinjo emping tebal, goreng asin","melinjo emping tebal, goreng asin",,,,,"melinjo emping tebal, goreng asin"
CP049,Melinjo emping tipis goreng,KZGPI- 1990,"3,3",485,"11,5","24,5","59,1",,"1,5",85,218,,,,,,,,0,"0,11",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,melinjo emping tipis goreng,melinjo emping tipis goreng,melinjo emping tipis goreng,,,,,melinjo emping tipis goreng
CP050,Moon tahu,KZGMS-1993,"79,9",128,8,10,"1,3","0,2","0,8",205,92,"2,5",393,,,,131,,5300,"0,46",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,moon tahu,moon tahu,moon tahu,,,,,moon tahu
CP051,Oncom,DABM-1964,57,187,13,6,"22,6",,"1,4",96,115,27,,,,,0,,,"0,09",0,"1,6",0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,oncom,oncom,oncom,2 Potong Besar,2.0,Potong Besar,50,oncom
CP052,Oncom ampas kacang hijau,KZGPI- 1990,"13,4",376,"14,9",6,"65,7","12,3","1,7",199,110,"10,9",,,,,,,,"0,03",,,,100,C,CP,LN,Lauk Nabati,tkpi_main_group,oncom ampas kacang hijau,oncom ampas kacang hijau,oncom ampas kacang hijau,,,,,oncom ampas kacang hijau
CP053,Oncom kacang hijau + singkong,KZGPI- 1990,"16,5",351,11,"5,3","65,9",9,"1,3",164,113,"7,8",,,,,,,,"0,01",,,,100,C,CP,LN,Lauk Nabati,tkpi_main_group,oncom kacang hijau + singkong,oncom kacang hijau + singkong,oncom kacang hijau + singkong,,,,,oncom kacang hijau + singkong
CP054,Oncom kacang tanah pepes,KZGPI- 1990,65,132,"12,7","3,8","13,7","3,1","4,8",133,355,"34,4",,,,,,,10,"0,08","0,2","0,7",0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,oncom kacang tanah pepes,oncom kacang tanah pepes,oncom kacang tanah pepes,,,,,oncom kacang tanah pepes
CP055,Rempeyek kacang tanah,KZGPI- 1990,"3,9",513,"17,5","32,5","44,3","1,7","1,8",65,202,"2,6",,,,,,,0,"0,1",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,rempeyek kacang tanah,rempeyek kacang tanah,rempeyek kacang tanah,,,,,rempeyek kacang tanah
CP056,Rempeyek kacang tolo,KZGPI- 1990,"6,1",451,"11,2","20,2","59,7","1,8","2,8",156,221,"4,6",,,,,,,0,"0,02",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,rempeyek kacang tolo,rempeyek kacang tolo,rempeyek kacang tolo,,,,,rempeyek kacang tolo
CP057,Rempeyek kacang uci,KZGPI- 1990,4,497,17,"27,6","50,8","2,4","3,4",166,89,"6,7",,,,,,,0,"0,05",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,rempeyek kacang uci,rempeyek kacang uci,rempeyek kacang uci,,,,,rempeyek kacang uci
CP058,Sayur lebui,KZGMI-2001,"83,9",64,"2,1","0,6","12,5","5,7","0,9",21,2,1,124,146,"0,2","0,7",,14,,,0,"0,1",,100,C,CP,LN,Lauk Nabati,tkpi_main_group,sayur lebui,sayur lebui,sayur lebui,,,,,sayur lebui
CP059,"Saridele, bubuk",DABM-1964,3,344,30,20,43,"6,2",4,450,500,4,56,"2572,3","2,99",4,,0,2000,"0,7","0,16",2,10,100,C,CP,LN,Lauk Nabati,tkpi_main_group,"saridele, bubuk","saridele, bubuk","saridele, bubuk",,,,,"saridele, bubuk"
CP060,Susu kedelai,DABM-1964,87,41,"3,5","2,5",5,"0,2",2,50,45,"0,7",128,"287,9","0,12",1,,,200,"0,08","0,05","0,7",2,100,C,CP,LN,Lauk Nabati,tkpi_main_group,susu kedelai,susu kedelai,susu kedelai,,,,,susu kedelai
CP061,"Tahu, mentah",KZGPI- 1990,"82,2",80,"10,9","4,7","0,8","0,1","1,4",223,183,"3,4",2,"50,6","0,19","0,8",,118,,"0,01","0,08","0,1",,100,C,CP,LN,Lauk Nabati,tkpi_main_group,"tahu, mentah",tahu,tahu,2 Potong Sedang,2.0,Potong Sedang,100,"tahu, mentah"
CP062,Tahu goreng,KZGPI- 1990,"77,3",115,"9,7","8,5","2,5","0,1",2,229,200,"4,1",7,"68,2","0,09","1,3",,0,0,"0,01","0,24",0,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,tahu goreng,tahu goreng,tahu goreng,,,,,tahu goreng
CP063,Tahu telur,KZGMS-1993,"41,8",328,"12,6","19,9","24,6","0,4","1,1",492,238,"4,9",755,,,,73,,1860,"0,42",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,tahu telur,tahu telur,tahu telur,,,,,tahu telur
CP064,Takwa,KZGPI- 1990,"72,2",148,"13,8","8,5",4,0,"1,6",140,214,"8,5",3,79,"0,3","1,3",,,920,"0,2","0,1","0,8",,100,C,CP,LN,Lauk Nabati,tkpi_main_group,takwa,takwa,takwa,,,,,takwa
CP065,Tauco,KZGPI- 1990,54,184,"11,4","5,5","22,2","1,9","6,9",72,463,6,1766,233,"0,39",1,,0,664,"0,32","0,2","0,8",0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,tauco,tauco,tauco,,,,,tauco
CP066,"Tauco cap beruang, cake",KZGPI- 1990,"11,4",347,"7,4","5,2","67,6","3,2","8,4",63,106,"6,2",,,,,,,936,"0,35",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,"tauco cap beruang, cake","tauco cap beruang, cake","tauco cap beruang, cake",,,,,"tauco cap beruang, cake"
CP067,"Tauco cap DAS, cake",KZGPI- 1990,"10,2",358,"7,5","4,3","70,4","3,1","7,6",94,94,"4,5",,,,,,,504,"0,29",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,"tauco cap das, cake","tauco cap das, cake","tauco cap das, cake",,,,,"tauco cap das, cake"
CP068,Tauco cap meong,KZGPI- 1990,"59,7",159,"7,4","4,9","21,3","1,6","6,7",183,84,"10,1",1547,"204,1","0,34","0,9",,0,472,"0,46","0,18","0,7",0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,tauco cap meong,tauco cap meong,tauco cap meong,,,,,tauco cap meong
CP069,Tauji cap singa,KZGPI- 1990,"30,4",277,"9,1","4,7","49,6","1,2","6,2",68,106,3,,,,,,,936,"0,15",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,tauji cap singa,tauji cap singa,tauji cap singa,,,,,tauji cap singa
CP070,Tempe bongkrek,DABM-1964,70,88,10,4,3,,"146,3",27,100,"2,6",,,,,0,,,"0,08",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,tempe bongkrek,tempe bongkrek,tempe bongkrek,,,,,tempe bongkrek
CP071,Tempe gembus P3G,KZGPI- 1990,"81,9",73,"5,7","1,3","10,3","4,2","0,8",204,80,"1,5",,,,,,,22,"0,09","0,1","0,9",,100,C,CP,LN,Lauk Nabati,tkpi_main_group,tempe gembus p3g,tempe gembus p3g,tempe gembus p3g,,,,,tempe gembus p3g
CP072,Tempe gembus yogya,KZGPI- 1990,"80,7",76,"6,8","0,7","10,6","5,3","1,1",76,142,"16,5",,,,,,,,"0,79","0,01","0,1",,100,C,CP,LN,Lauk Nabati,tkpi_main_group,tempe gembus yogya,tempe gembus yogya,tempe gembus yogya,,,,,tempe gembus yogya
CP073,Tempe kacang babi,KZGPI- 1990,64,139,"12,5","0,8","21,9","1,8","1,2",68,182,"2,6",,,,,,,20,"0,1",,,,100,C,CP,LN,Lauk Nabati,tkpi_main_group,tempe kacang babi,tempe kacang babi,tempe kacang babi,,,,,tempe kacang babi
CP074,Tempe kacang belimbing,KZGPI- 1990,"58,2",212,"17,5",10,"12,9","2,9","1,4",186,160,"2,2",,,,,,,,"0,2",,,,100,C,CP,LN,Lauk Nabati,tkpi_main_group,tempe kacang belimbing,tempe kacang belimbing,tempe kacang belimbing,,,,,tempe kacang belimbing
CP075,Tempe kedelai + jagung,KZGPI- 1990,"70,6",143,12,"5,5","11,4","1,9","0,6",155,156,"6,8",,,,,,,1320,"0,33","0,15","1,2",,100,C,CP,LN,Lauk Nabati,tkpi_main_group,tempe kedelai + jagung,tempe kedelai + jagung,tempe kedelai + jagung,,,,,tempe kedelai + jagung
CP076,"Tempe kedelai murni, goreng",KZGPI- 1990,"36,8",350,"24,5","26,6","10,4","4,2","1,8",202,296,"4,9",22,"626,7","0,8","2,5",,,78,"0,24","0,6","3,3",0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,"tempe kedelai murni, goreng","tempe kedelai murni, goreng","tempe kedelai murni, goreng",,,,,"tempe kedelai murni, goreng"
CP077,"Tempe kedelai, mentah",KZGPI- 1990,"55,3",201,"20,8","8,8","13,5","1,4","1,6",155,326,4,9,234,"0,57","1,7",,0,,"0,19","0,59","4,9",,100,C,CP,LN,Lauk Nabati,tkpi_main_group,"tempe kedelai, mentah",tempe kedelai,tempe kedelai,2 potong sedang,2.0,potong sedang,50,"tempe kedelai, mentah"
CP078,Tempe koro benguk,DABM-1964,64,141,"10,2","1,3","23,2",,"1,3",42,15,"2,6",,,,,0,,,"0,09",,,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,tempe koro benguk,tempe koro benguk,tempe koro benguk,,,,,tempe koro benguk
CP079,Tempe lamtoro,KZGPI- 1990,"66,8",128,"10,7","0,5","21,3","7,1","0,7",203,108,"0,6",,,,,,,121,"0,17",,,2,100,C,CP,LN,Lauk Nabati,tkpi_main_group,tempe lamtoro,tempe lamtoro,tempe lamtoro,,,,,tempe lamtoro
CP080,Tempe lamtoro var. gung dengan kulit,KZGPI- 1990,"65,1",146,"11,7","2,3","19,6","7,6","1,3",128,41,"6,8",,,,,,,1370,"0,19",,"1,4",,100,C,CP,LN,Lauk Nabati,tkpi_main_group,tempe lamtoro var. gung dengan kulit,tempe lamtoro var. gung dengan kulit,tempe lamtoro var. gung dengan kulit,,,,,tempe lamtoro var. gung dengan kulit
CP081,Tempe lamtoro var. gung tanpa kulit,KZGPI- 1990,"67,1",131,18,"0,8",13,"1,3","1,1",95,154,"12,4",,,,,,,5900,"0,2","0,02","2,6",,100,C,CP,LN,Lauk Nabati,tkpi_main_group,tempe lamtoro var. gung tanpa kulit,tempe lamtoro var. gung tanpa kulit,tempe lamtoro var. gung tanpa kulit,,,,,tempe lamtoro var. gung tanpa kulit
CP082,Tempe pasar,KZGPI- 1990,"68,3",150,14,"7,7","9,1","1,4","0,9",517,202,"1,5",7,"165,9","0,4","1,2",,0,,"0,17","0,44","3,6",,100,C,CP,LN,Lauk Nabati,tkpi_main_group,tempe pasar,tempe pasar,tempe pasar,,,,,tempe pasar
CP083,Tempe pasar goreng,KZGPI- 1990,"42,9",336,20,28,"7,8","3,4","1,3",156,350,3,20,"566,2","0,8","2,2",,,10,"0,1","0,5",3,0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,tempe pasar goreng,tempe pasar goreng,tempe pasar goreng,,,,,tempe pasar goreng
CP084,Tepung hunkwe (pati kacang ijo),DABM-1964,10,364,"4,5",1,"83,5","16,1",1,50,100,1,15,"1232,9","0,93","2,7",0,,,0,"0,23","2,2",0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,tepung hunkwe (pati kacang ijo),tepung hunkwe (pati kacang ijo),tepung hunkwe (pati kacang ijo),,,,,tepung hunkwe (pati kacang ijo)
CP085,Tepung Jalejo,BKP,10,388,19,"7,5","61,2","5,8","2,3",101,663,2,3,712,"0,6","1,9",,1000,0,"0,02","0,7","1,6",9,100,C,CP,LN,Lauk Nabati,tkpi_main_group,tepung jalejo,tepung jalejo,tepung jalejo,,,,,tepung jalejo
CP086,Tepung kacang kedelai,DABM-1964,9,347,"35,9","20,6","29,9","5,8",4,195,544,"8,4",52,"2522,6","4303,45","2,6",,0,140,"0,77","0,32","2,1",0,100,C,CP,LN,Lauk Nabati,tkpi_main_group,tepung kacang kedelai,tepung kacang kedelai,tepung kacang kedelai,,,,,tepung kacang kedelai
DR008,"Bayam, segar",KZGPI-1990,"94,5",16,"0,9","0,4","2,9","0,7","1,3",166,76,"3,5","15,8","456,4","0,13","0,4",,2699,2293,"0,04","0,1",1,41,71,D,DR,S,Sayur,tkpi_main_group,bayam,bayam,bayam,1 gelas,1.0,gelas,100,bayam
DR009,"Bayam merah, segar",KZGMI-2001,"88,5",41,"2,2","0,8","6,3","2,2","2,2",520,80,7,20,60,"0,2","0,8",0,7325,,"0,2","0,1","0,1",62,71,D,DR,S,Sayur,tkpi_main_group,bayam merah,bayam merah,bayam merah,1 gelas,1.0,gelas,100,bayam
DR013,"Buncis, segar",KZGPI-1990,"89,6",34,"2,4","0,3","7,2","1,9","0,5",101,42,"0,7",8,250,"0,07","0,3",0,772,550,"0,05","0,4","2,8",11,90,D,DR,S,Sayur,tkpi_main_group,buncis,buncis,buncis,1 gelas,1.0,gelas,100,buncis
DR016,"Caisin, segar",KZGPI-1990,"93,6",20,"1,7","0,4","3,4","1,2","0,9",123,40,"1,9",18,"358,2","0,05","1,4",,1675,4188,"0,04","0,19","0,6",3,100,D,DR,S,Sayur,tkpi_main_group,caisin,caisin,caisin,1 gelas,1.0,gelas,100,sawi
DR018,"Daun bawang merah, segar",KZGMI-2001,"89,1",41,2,"0,3","7,8","2,1","0,8",60,40,"2,3",30,90,"0,1","0,3",0,218,,"0,1","0,1","0,2",11,67,D,DR,S,Sayur,tkpi_main_group,daun bawang merah,daun bawang merah,daun bawang merah,1 gelas,1.0,gelas,100,daun bawang
DR028,"Daun jambu mete muda, segar",DABM-1964,78,78,"4,6","0,5","16,2",3,"0,7",33,64,"8,9","13,9","670,5",,,,4484,2689,"0,02","1,12","1,1",65,65,D,DR,G,Gula,keyword_rule,daun jambu mete muda,daun jambu mete muda,daun jambu mete muda,,,,,daun jambu mete muda
DR029,"Daun jampang, segar",KZGPI-1990,"88,9",34,"3,8","0,5","5,3","1,4","1,5",21,245,1,,,,,0,,4357,"0,03",,,3,47,D,DR,G,Gula,keyword_rule,daun jampang,daun jampang,daun jampang,,,,,daun jampang
DR042,"Daun kol sawi, segar",KZGPI-1990,"93,1",22,"2,1","0,5","3,6","0,9","0,7",200,92,"3,2","19,4","386,2","0,1","0,2",0,1806,2177,"0,03","0,2","0,6",3,87,D,DR,S,Sayur,tkpi_main_group,daun kol sawi,daun kol sawi,daun kol sawi,1 gelas,1.0,gelas,100,sawi
DR044,"Daun kubis, segar",KZGMI-2001,"86,2",51,"2,5","1,1",8,"3,4","2,2",100,50,"3,4",50,100,"0,9","0,6",,9999,,"0,4","0,1","0,2",16,75,D,DR,S,Sayur,tkpi_main_group,daun kubis,daun kubis,daun kubis,1 gelas,1.0,gelas,100,kubis
DR058,"Daun oyong, segar",DABM-1964,93,22,1,"0,1","5,3",2,"0,6",21,44,2,"39,9","295,5","0,1","0,2",,855,1000,"0,08","0,1","0,8",150,65,D,DR,S,Sayur,tkpi_main_group,daun oyong,daun oyong,daun oyong,1 gelas,1.0,gelas,100,oyong
DR065,"Daun pepaya, segar",DABM-1964,"75,4",87,8,2,"11,9","1,5","2,7",353,63,"0,8","4,4","926,6","0,2","1,5",,5409,18250,"0,15","0,5","1,9",140,71,D,DR,S,Sayur,tkpi_main_group,daun pepaya,daun pepaya,daun pepaya,1 gelas,1.0,gelas,100,daun pepaya
